Title,Content,CreationDate,Score,Post(id),Author(id)
TexShop line number magnification,"<p>Does anyone know how to change the size of the line number font in the grey left-hand column? </p>

<p>Thanks.</p>
",18/12/2018 13:18,1,934,154
Uninstalling Texlive 2017 from windows 10,"<p>I just want to remove Tex Live 2017 from my Win 10, it does not normally show in ""Add or remove programs"" list. </p>
",17/02/2019 18:08,3,935,901
how can I draw it in the Venn diagram- A ⊕ B ⊆ (A ⊕ C) ∪ (B ⊕ C),"<p>Using Venn diagrams, prove the relationships:</p>

<p>A ⊕ B ⊆ (A ⊕ C) ∪ (B ⊕ C)
thanks for the help</p>
",30/03/2020 18:12,1,936,500
what dose this means Overfull \hbox?,"<p>I would like to know what is this means?</p>

<p>Overfull \hbox (0.97128pt too wide) in paragraph at lines 30.</p>
",03/05/2020 08:01,0,937,393
Warsaw theme subsection alignment,"<p>In Warsaw theme, subsections are left-aligned but I want right-aligned subsections in the Warsaw theme headline.</p>
",20/07/2020 10:30,1,938,769
WInedt how can I move to the previous position of cursor,"<p>What is the keyboard combination that takes me to previous/next position of the cursor in Winedt?</p>
<p>Thanks</p>
",01/09/2020 18:09,0,939,729
Tikz node: color change when the mouse is hovering,"<p>Is it possible to get a change of Tikz node colors when the mouse is hovering on it?</p>

<p>Thanks in advance!</p>
",01/02/2011 19:17,3,940,260
Vertical space in lists,"<p>What is the best way to <em>globally</em> change the amount of vertical space between items in list environments?</p>
",09/02/2011 15:31,267,941,575
End of paragraph with ornament,"<p>How to make a line with ornament like one below {TEX} logo on this site?</p>

<p>What is specific term for it? </p>
",17/02/2011 16:19,23,942,684
Is there an easier way to type math symbols than adding them with LaTex?,"<p>I want to add math symbols to my texts, but i can't get Latex to work, are there other ways to type math symbols?</p>
",27/11/2012 09:52,2,943,809
Center \chapter (book class),"<p>Using the document class book, chapters headings (<em>Chaper 1</em>) are aligned on the left. How to center them?</p>
",22/07/2011 21:40,8,944,410
Add an equation at the bottom of a two-column article,"<p>How can I place a two-column equation (a large equation that does not fit in one column) at the bottom of a page?</p>
",12/09/2011 11:56,4,945,754
Aligning text in LyX: left/center/right,"<p>How can I center/right/left align text in LyX? In Microsoft Word, I can just click the
3 buttons on the toolbar.</p>
",06/01/2012 00:48,9,946,354
Natbib square brackets color,"<p>When using Bibtex w/ Natbib and square brackets, does anyone know how to change the color of the square brackets?</p>
",14/04/2013 02:45,4,947,460
How to obtain a high quality image from a web browser source,"<p>How to create high quality images from a Javascript/Dojo image presented in a browser which can be used by LaTeX?</p>
",06/05/2012 16:09,1,948,800
Full name and year as BibTeX key,"<p>I'd like to reference BibTeX sources with full name and year, e. g. [Adams1979]. Is there an easy way to to this?</p>
",17/08/2010 07:03,7,949,525
How can I get TeXLive 2014 on Debian wheezy (stable)?,"<p>Debian wheezy's (stable) repositories only have TeX Live 2012 -- what is best practice for getting TeX Live 2014?</p>
",24/01/2015 05:27,1,950,415
Authors names and affiliation,"<p>Which packages can be using for writing authors names and affiliation?                      thank you in advance </p>
",19/02/2015 13:54,0,951,752
How to select numbers from another font?,"<p>How can I change the numbers of the text font with the math  font numbers and the other way around using XeLaTeX?</p>
",07/05/2015 16:27,1,952,586
How to customize \fg{} and \og{} appearances in BEAMER?,"<p>How to customize <strong>&lt;&lt;</strong> and <strong>>></strong> appearances in beamer for a better appearance?</p>
",12/05/2014 19:08,3,953,420
"In Lyx, what's the difference between view and update pdf?","<p>I can't figure out the difference between view (cmd+R) and update (cmd+shift+R) pdf. Searched everywhere, thanks.</p>
",21/10/2014 14:09,2,954,641
Latex labels in gnuplot and pdf output,"<p>I was wondering if is possible to have latex labels in Gnuplot but with pdf output instead .tex</p>

<p>Thanks.</p>
",26/02/2016 11:49,0,955,539
"How to include the word ""page"" in \pageref{} command output","<p>How can i get automatically the output ""page X"" and not only ""X"", when using the <code>\pageref{}</code> command?</p>
",14/01/2017 12:05,2,956,972
How can I make titles on LaTex,"<p>I'm just a beginner Brazilian student here, I just started messing with this and I don't know how to make a title</p>
",09/05/2018 20:32,1,957,166
How to write this text?,"<pre><code>v
a
l
i
d
a
t
i
o
n
</code></pre>

<p>I need to write the word as vertically. I use overleaf.</p>
",12/08/2019 13:08,0,958,861
Is there a `let` quantifier in LATEX?,"<p>Is there a <code>let</code> quantifier in LATEX? (It looks like <code>\exists</code>, but without a middle stick)</p>
",23/09/2019 19:45,0,959,899
what is \kern good for,"<p>What is <code>\kern</code> instruction good for and how is it defined?
I cannot find it in Knuth's book TeXbook.</p>
",13/10/2019 17:22,7,960,963
Is there a tikz command for showing people in a flowchart?,"<p>I need to show a group of people (sometimes women, sometimes men) in my flowchart. Is there any command for that?</p>
",21/03/2019 23:04,0,961,147
Hexagon inscribed in triangle,"<p>I just started using TIKZ and I need help trying to draw a hexagon that is inscribed in an equilateral triangle. </p>
",14/03/2020 19:49,3,962,348
I am unable to install a new package in miktex 2.9.7386 it shows ssl connect error,"<p>Please I need help, whenever I try to install a package or update my molted, it keeps showing ""ssl connect error""</p>
",02/04/2020 08:30,0,963,797
Adding an image in Latex - but image not in right place,"<p>I've put in an image in my Overleaf latex file but it's positioned in the wrong place. How can I move it around? </p>
",01/06/2020 03:58,0,964,706
"How many LaTeX classes and packages are there (say, on CTAN)?","<p>Well, the question is pretty self-explanatory.  (I'm writing a short tutorial on LaTeX, and wanted some trivia;)).</p>
",19/09/2012 18:41,14,965,264
"Name of default ""sffamily"" font","<p>I'm using LaTeX (texlive) in Debian Wheezy. How can I determine which font is specified by <code>\sffamily</code>?</p>
",11/10/2012 11:00,9,966,533
Removing space before Section in Table of Contents when using Article,"<p>How can I remove the vertical spacing before each section in the table of contents from a 'article' documentclass?</p>
",14/03/2011 19:13,5,967,720
BiBTeX entries for RFCs?,"<p>How does one get BibTeX entries for RFCs? do I need to manually add entries for each RFC I cite? What do you use? </p>
",15/03/2011 19:30,5,968,975
How to convert characters to LaTeX code?,"<p>How to convert characters of type <code>á ê õ ção</code> to <code>\'a \^e \~o \c{c} \~a</code> automatically?</p>
",18/07/2011 17:22,10,969,460
How should a salary negotiation letter look like?,"<p>Does anyone know if there exists a template for salary negotiation?</p>

<p>Or perhaps how one should look like?</p>
",03/01/2013 22:16,0,970,782
Shortcut to repeat the last action in LyX,"<p>How to create a shortcut or hot key to repeat the last action done in LyX to be as in MS Word <code>F4</code> key?</p>
",13/01/2013 23:54,5,971,898
How do I calculate n modulo 3 in LaTeX?,"<p>I don't want to display the modulo symbol, I want to programmatically calculate n modulo 3 and display the result.</p>
",11/11/2011 00:03,46,972,22
Word count in LyX which does not include Figure captions,"<p>Is they a way of obtaining a word count in LyX that does not include text inside captions (Figures, tables etc.)? </p>
",25/04/2013 14:17,3,973,54
How do I embed vector graphics to LaTeX document,"<p>I have a vector grahpics file. Could someone please help me embed a image into my LaTeX document ? I have no clue.</p>
",16/04/2012 03:50,14,974,985
How do I make a line for unit conversions?,"<p>For example, I want to create an image like this:</p>

<p>48 inches = <strong><em>_</em>__<em>_</em></strong>_yd</p>
",18/06/2013 08:21,2,975,795
Equation Number Positioning in Align Environment,"<p>How do I control the space between the equation number and the right margin in the <code>align</code> environment?</p>
",22/09/2013 08:40,2,976,110
What is the canonical way to redefine the \emph command,"<p>Question says it all. What is the best way to redefine the <code>\emph</code> command to be bold font and upright?</p>
",08/12/2010 19:17,48,977,509
How do I launch MiKTeX,"<p>I just downloaded and installed MiKTeX 2.9. But I don't know how to launch MiKTeX. There is no icon on my desktop.</p>
",26/04/2015 17:42,0,978,404
XeLaTeX Double closed path integral?,"<p>How can I write a double closed path integral? I have searched and I have found only single closed loop integral. </p>
",27/02/2014 18:10,6,979,391
Symbol for Set of Integer,"<p>I can use  <code>\mathbb{Z}</code> to represent an integer type
but what symbol I should denote a set of integer?</p>
",12/03/2014 00:47,14,980,425
Default curve style in pgfplots,"<p>Can I set a default style for curves in pgfplots? E.g. I want all my curves in my document to be blue, axes black.</p>
",01/07/2015 08:58,2,981,659
"Add an ""Article in Press"" watermark like in a research paper","<p>Like research papers I want to put something like ""Article in Press"" between the texts. How can this be achieved? </p>
",11/08/2015 16:41,5,982,769
Can I uniformly stretch a sentence that nearly fills a line - to fill the line?,"<p>Is there a ""sentence stretch"" that acts horizontally in a similar way as <code>\setstretch</code> acts vertically?</p>
",03/10/2015 15:39,5,983,578
How to write norm symbol with three line?,"<p>I want to have a norm symbol with three line in my equation such as <code>|||x|||</code> but with equal distances.</p>
",24/07/2014 21:25,3,984,937
Tikz: how to plot arcsec and arccos?,"<p>It is easy to plot arctan and arccot, but got inverse sec and csc functions, It seems difficult. Can anyone do it?</p>
",30/07/2014 01:43,12,985,134
Incomplete \iftrue is valid input?,"<p>Is LuaTeX beta-0.79.1 correct in thinking the following is valid input:</p>

<pre><code>\iftrue
\bye
</code></pre>
",14/10/2014 11:54,9,986,47
How can I auto-indent in TeXstudio?,"<p>I am a new LaTeX user. How can I auto-indent all my LaTeX code in TeXstudio? Does TeXstudio have an auto function?</p>
",09/02/2016 16:29,15,987,431
How large is the FULL install of TexLive?,"<p>How large is a FULL install of TexLive? (2> and what about the RECOMMENDED install of TeXLive and also of MiKTeX?)</p>
",05/04/2016 18:34,10,988,862
Change vertical spacing between blocks in tikzposter,"<p>The title says it all. How how can I change the vertical grid spacing between two blocks in a tikzposter document?</p>
",19/06/2017 20:22,5,989,945
Auto-completion LaTeXila doesn't work,"<p>After update ubuntu 16.04, auto-completion in LaTeXila has stopped working.
Anyone know how to fix this?
Thanks.</p>
",29/04/2016 08:13,2,990,42
Size of a single \mathbf character,"<p>Is there a way to increase the size of a single <code>\mathbf</code> character such as in <code>\mathbf{R}</code>?</p>
",04/11/2016 18:14,0,991,830
Shade past sections in toc,"<p>How to shade the already presented sections in the table of contents, while keeping future sections fully visible?</p>
",17/02/2017 23:28,1,992,374
How to quote content from a paper?,"<p>In markdown, we use <code>&gt;</code> to quote content. In LaTeX, how can I quote the content of a specific paper?</p>
",25/04/2018 03:55,0,993,799
Is there a simpler Macro for fraction,"<p>Is there a way to define a macro like <code>{#1}/{#2}</code> to abbreviate the command <code>\frac{#1}{#2}</code>?</p>
",08/06/2018 17:04,6,994,745
Splitting Table Of Contents into two halves,"<p>I want my table of contents to be displayed in two halves side by side on the same page, what am I supposed to do?</p>
",09/11/2019 08:13,2,995,433
"Is it possible to detect, inside a package, whether `\errorstopmode` is in effect?","<p>The title says it all: can I test, inside a package or a macro, whether <code>\errorstopmode</code> is in effect? </p>
",02/03/2019 02:14,0,996,315
I need a latex template for Springer annals of biomedical engineering,"<p>Can any body provide the latex template for a journal Annals of biomedical engineering? I couldn't find it online.</p>
",17/04/2020 12:53,0,997,852
How can I write the symbol t̬ in TeX?,"<p>In terms of the phonetic symbol, how can I write the symbol t̬ , a ""t"" with an <em>upside</em> down ""^"" under it?</p>
",28/04/2020 04:42,5,998,237
What are the internal macros of a star environment?,"<p>What are for example the star versions of the internal macros <code>\flalign</code> and <code>\endflalign</code> ?</p>
",11/06/2020 19:03,0,999,228
Cosecant graph with \pi coordinates,"<p>How to draw a cosecant, secant and cotangent graphs with coordinates in terms of \pi in LaTeX <code>beamer</code>?</p>
",30/07/2020 04:42,0,1000,278
